"review_id","source_line","sample_stratum","model_bucket","reranker_score","zh","en","deepseek_label","deepseek_confidence","deepseek_reason","codex_review","codex_notes"
"DQ-0013","208415","clean_lower_boundary","clean_candidate","0.001216041506268084","冻结决定书应当载明下列事项:","The request for transit shall contain:","mismatch","1.0","中文关于冻结决定书内容，英文关于过境请求，主题不同。","",""
"DQ-0014","9735706","gray_upper_boundary","gray","0.0011972112115472555","3N65L-TN3-T Datasheet(数据表) 7 Page - Unisonic Technologies","详细搜索 FQPF5P10 Datasheet(数据表) 4 Page - Fairchild Semiconductor","mismatch","1.0","中文是3N65L-TN3-T数据表，英文是FQPF5P10数据表，型号和厂商不同。","",""
"DQ-0015","1429210","reject_stratified","reject_candidate","1.61875814228551E-05","正在胡思乱想时。","He lifted it.","mismatch","1.0","中文描述胡思乱想时，英文是他举起它，语义无关。","",""
"DQ-0016","10399893","reject_stratified","reject_candidate","1.61875814228551E-05","看看前不久菲律宾赌场的事吧!","The slickness could come later in the week.","mismatch","1.0","中文提及菲律宾赌场事件，英文提及本周晚些时候的圆滑，语义无关。","",""
"DQ-0017","12128610","clean_lower_boundary","clean_candidate","0.0012065897462889552","File:PanoramaofCanton.jpg - 维基百科,自由的百科全书","File:Carron fish bar.jpg - Wikipedia","mismatch","1.0","中文是广州全景图文件，英文是Carron鱼条吧文件，内容不同。","",""
"DQ-0018","7379841","gray_lower_boundary","gray","1.64424945978681E-05","我一定会回来的,呵呵!","“That must be one big conference hall!”","mismatch","1.0","中文表达一定会回来，英文感叹会议厅大，语义无关。","",""
"DQ-0019","4947989","clean_lower_boundary","clean_candidate","0.0012065897462889552","SIZ728DT_12 Datasheet(数据表) 8 Page - Vishay Siliconix","详细搜索 FQP4P25 Datasheet(数据表) 3 Page - Fairchild Semiconductor","mismatch","1.0","中文是SIZ728DT_12数据表，英文是FQP4P25数据表，型号和厂商不同。","",""
"DQ-0020","1806366","gray_upper_boundary","gray","0.001192549243569374","第35章:决战,虚拟战场","Chapter 35: Information and Technology Services","mismatch","1.0","中文是第35章决战虚拟战场，英文是第35章信息技术服务，内容不同。","",""
"DQ-0021","10871175","gray_lower_boundary","gray","1.64424945978681E-05","在国家动乱的情况下,人民解放军仍然英勇地保卫着祖国的安全。","Actually, the title of the document is Strategy and Tactics of Armed Struggle in Nepal.","mismatch","1.0","中文描述解放军保卫祖国，英文是文件标题，语义无关","",""
"DQ-0022","12467610","gray_upper_boundary","gray","0.0011972112115472555","(待续)","To be obtuse?","mismatch","0.95","中文表示待续，英文是反问句，语义不同","",""
"DQ-0023","3825757","reject_stratified","reject_candidate","1.6314539607265E-05","【双头折刀】 世界上最好的日本刀","Definition Of Divorce In The Bible","mismatch","1.0","中文关于刀具，英文关于圣经离婚定义，无关","",""
"DQ-0024","2700820","reject_stratified","reject_candidate","1.61875814228551E-05","人力资源被视为社会中最重要的","Petersburg to investigate the most scandalous affairs in Moscow.","mismatch","1.0","中文讲人力资源重要性，英文讲调查丑闻，无关","",""
"DQ-0025","1726413","gray_lower_boundary","gray","1.64424945978681E-05","其他应当中止诉讼的情形。","The source of all material should be clearly identifiable.","mismatch","0.95","中文是法律条款，英文是材料来源，无关","",""
"DQ-0026","4001496","reject_stratified","reject_candidate","1.6314539607265E-05","如何 使用指南针","How to Write an Advertisement","mismatch","1.0","中文讲指南针使用，英文讲广告写作，无关","",""
"DQ-0027","10595540","clean_lower_boundary","clean_candidate","0.001201891340315342","VictoriaReed重要详情","Important details of HellenBrooks","mismatch","1.0","人名不同，语义无关","",""
"DQ-0028","1781194","reject_stratified","reject_candidate","1.6314539607265E-05","让我顺利完成这我这一次的<br />预定计划 。 」","I knew that my Aunt Tasha<br />was in the shower.","mismatch","1.0","中文讲计划，英文讲阿姨洗澡，无关","",""
"DQ-0029","1545301","gray_lower_boundary","gray","1.64424945978681E-05","或许也只有幸村,才看得明白他内心的想法吧。","It was the ""New Age"" capital of the ""Old World.""","mismatch","1.0","中文讲人物心理，英文讲城市称号，无关","",""
"DQ-0030","10703479","gray_lower_boundary","gray","1.64424945978681E-05","这个概念也可以纳入现有的规划,在设计环节上,该项目具有更大的,向杭州城市的边缘水道的伸展性。","Using daylight as a designing element, the pattern on top of the membrane is related to the one represented in the design of the court.","mismatch","1.0","中文讲规划伸展性，英文讲设计元素，无关","",""
"DQ-0031","7444144","gray_upper_boundary","gray","0.0011879054363816977","Admin Name: yuxiuhui","Admin Name: Rocket Oxygen","mismatch","1.0","人名翻译不一致，yuxiuhui与Rocket Oxygen完全不同","",""
"DQ-0032","11250567","reject_stratified","reject_candidate","1.6314539607265E-05","她的眼睛看着他鼓起的裤子,她不由得低下头,确实是害羞。","When it was too hot outside, and she was cuddled up in her room.","mismatch","1.0","中文描述害羞场景，英文描述天气和房间，语义无关","",""
"DQ-0033","14070177","gray_lower_boundary","gray","1.64424945978681E-05","群众欢呼,拿那个洋女人大开玩笑。","And so it is with the workman of art.","mismatch","1.0","中文描述群众嘲笑洋女人，英文关于艺术品，语义无关","",""
"DQ-0034","12539162","gray_lower_boundary","gray","1.64424945978681E-05","我好想见妈妈一面啊!","I want my car and I want it now!","mismatch","1.0","中文表达想见妈妈，英文表达要车，语义无关","",""
"DQ-0035","5976422","reject_stratified","reject_candidate","1.61875814228551E-05","说着,我在妈妈的脸上亲了一下,手用力的抓了一下那丰满有弹性的乳房。","Sighing, I climbed into the car, pushed the button to start it up, and drove away.","mismatch","1.0","中文描述亲吻和抓乳房，英文描述上车开车，语义无关","",""
"DQ-0036","13306203","reject_stratified","reject_candidate","1.60616109496914E-05","损伤了总统的第一节胸脊,是子弹还是应力造成的不得而知。","It is the child of hope and the home of the brave.","mismatch","1.0","中文关于总统受伤，英文关于希望和勇敢，语义无关","",""
"DQ-0037","12474032","reject_stratified","reject_candidate","1.6314539607265E-05","我们就这样眼睁睁看着整个包皮如同被气吹了一样,被满满的精液鼓胀起来。","The dog was gone, and the little girl was gleefully tearing shiny paper off a cardboard box.","mismatch","1.0","中文描述包皮鼓胀，英文描述狗和女孩，语义无关","",""
"DQ-0038","7155780","reject_stratified","reject_candidate","1.60616109496914E-05","生理课实验结束的时候,太阳已经消失,月亮和星星都仿佛畏惧这寒气,躲起来了。","At the top of the main building stood Jesus, with sprawled out hands and a palpable smile, welcoming his children with the love of the world.","mismatch","1.0","中文描述实验结束和天气，英文描述耶稣雕像，语义无关","",""
"DQ-0039","14074398","gray_lower_boundary","gray","1.64424945978681E-05","她又去洗了个澡,然后穿了衣服,管我要了钱就走了。","Bob, and Diane, had never let up on her tits, and now Jack was starting to play with mine.","mismatch","1.0","中文描述洗澡穿衣要钱，英文描述人物和胸部，语义无关","",""
"DQ-0040","12702388","clean_lower_boundary","clean_candidate","0.0012113064294680953","海外公司年审或续牌","Patent Application of Overseas","partial","0.8","中文涉及年审或续牌，英文涉及海外专利申请，部分相关但信息不同","",""
"DQ-0041","5257600","reject_stratified","reject_candidate","1.6314539607265E-05","凌晨时分,雨下来起来,空气中变的清凉起来。","There are cracks in the foundation, the floor is collapsing, and we are sinking down, down, down.","mismatch","1.0","中文描述下雨，英文描述地基裂缝和下沉，语义完全不同。","",""
"DQ-0042","759294","reject_stratified","reject_candidate","1.6314539607265E-05","信息安全性的处理方式?","How to Start a New Club","mismatch","1.0","中文询问信息安全处理方式，英文是如何创办新俱乐部，主题无关。","",""
"DQ-0043","10473251","gray_lower_boundary","gray","1.64424945978681E-05","科学不是真理的全部,很多问题也是它所不能解释的。","All nations will be involved in the presentation of the gospel, and then the end will come.","mismatch","1.0","中文讲科学局限性，英文讲福音传遍天下，语义无关。","",""
"DQ-0044","5087668","gray_upper_boundary","gray","0.0011832797899842262","TS64MDOM44V Datasheet(数据表) 5 Page - Transcend Information.","详细搜索 TPV7E10G61MSW Datasheet(数据表) 4 Page - ITT Industries","mismatch","1.0","中文是TS64MDOM44V数据表，英文是TPV7E10G61MSW数据表，型号不同。","",""
"DQ-0045","5783266","reject_stratified","reject_candidate","1.60616109496914E-05","悬崖上做爱,公共汽车上交媾,在漆黑的屋子里和二十多个男男女","First issued in 2003, the Purple heart stamp will continue to honor the men and women wounded while serving in the US military.","mismatch","1.0","中文描述性行为场景，英文关于紫心勋章，内容无关。","",""
"DQ-0046","172573","reject_stratified","reject_candidate","1.60616109496914E-05","该教堂位于通往到山顶的轨道。","On the other side the rich fishing grounds in this part of the Adriatic","mismatch","1.0","中文讲教堂位置，英文讲亚得里亚海渔场，语义无关。","",""
"DQ-0047","1480570","gray_lower_boundary","gray","1.64424945978681E-05","还有就是,我要买大量帅气时尚的服装,还要请两个保姆。","I've come so far, so fast, I'm in the dark about a lot of things.","mismatch","1.0","中文讲买衣服和请保姆，英文讲个人经历和困惑，语义无关。","",""
"DQ-0048","4665362","reject_stratified","reject_candidate","1.61875814228551E-05","· 物业没搞好费用交不交?","When is the next train?","mismatch","1.0","中文问物业费是否交，英文问火车时间，主题无关。","",""
"DQ-0049","3050751","reject_stratified","reject_candidate","1.61875814228551E-05","俩人回到工地时,天色已暗,工人们都拿了碗盘聚集在工棚门口,准备开饭。","""I was at the door of the Assembly, and the decree was known to the crowd the moment the votes had been taken.""","mismatch","1.0","中文描述工人吃饭场景，英文描述议会法令，语义无关。","",""
"DQ-0050","2191063","reject_stratified","reject_candidate","1.6314539607265E-05","沙里淘疼得一时喘不上来气,蹲了下来。","He looked puzzled for a moment, then laughed lightly.","mismatch","1.0","中文描述疼痛蹲下，英文描述困惑和笑，语义无关。","",""
"DQ-0051","11752326","reject_stratified","reject_candidate","1.61875814228551E-05","幼儿期是口语发展的最佳年龄阶段。","For that is the sole prerogative of men.","mismatch","1.0","中文讲幼儿期口语发展，英文讲男性特权，语义完全不同","",""
"DQ-0052","9922775","reject_stratified","reject_candidate","1.61875814228551E-05","72. 警察也有家","I don't have a favorite color.","mismatch","1.0","中文是警察也有家，英文是我不喜欢颜色，语义无关","",""
"DQ-0053","8877647","reject_stratified","reject_candidate","1.6314539607265E-05","第集 1.0 马迭尔旅馆的枪声","Play Pirates of the Caribbean game online","mismatch","1.0","中文是电视剧集标题，英文是游戏相关，语义无关","",""
"DQ-0054","4044056","reject_stratified","reject_candidate","1.61875814228551E-05","虽然只是一面之交,在将军多年的戎马生涯中,也不曾再次想起那一夜之欢,但看到她对自己如此深情,也不觉为之动容。","Yes, there it lay on the sofa under the quilt, but it was so covered with dust and grime that Zametov could not have seen anything on it. ""Bah, Zametov!","mismatch","1.0","中文描述情感回忆，英文是小说片段，语义无关","",""
"DQ-0055","3206800","reject_stratified","reject_candidate","1.60616109496914E-05","一名消防员在救人时被洪水冲入排水道丧生。","I was born during the war when he was overseas.","mismatch","1.0","中文讲消防员牺牲，英文讲出生时间，语义无关","",""
"DQ-0056","1190980","gray_lower_boundary","gray","1.64424945978681E-05","列表所用MAPLE公式 [ 编辑 ]","Definition and properties of a quadric [ edit ]","partial","0.6","中文提到MAPLE公式，英文提到二次曲面，可能相关但主题不同","",""
"DQ-0057","2232574","reject_stratified","reject_candidate","1.61875814228551E-05","没有了蒂凡那的民主行动党,棒子交吴福源领导。","The economy is in the sixth year of recession.","mismatch","1.0","中文讲政治党派领导，英文讲经济衰退，语义无关","",""
"DQ-0058","14141805","clean_lower_boundary","clean_candidate","0.001201891340315342","论坛: 温哥华中文网站务信息","Forum: Community & Family Studies","partial","0.5","中文是论坛板块，英文是论坛板块，但具体内容不同","",""
"DQ-0059","13266249","reject_stratified","reject_candidate","1.61875814228551E-05","我再次望着她,在我眼里,她再也不是我的妈妈。","She was wearing a sky blue bikini and her voluptuous thighs were giving me kick in my boxer.","mismatch","1.0","中文讲对母亲的认知变化，英文讲女性外貌，语义无关","",""
"DQ-0060","5077249","reject_stratified","reject_candidate","1.61875814228551E-05","美国导演工会奖获得者","1969 in United States case law","mismatch","1.0","中文讲导演工会奖，英文讲美国案例法，语义无关","",""
"DQ-0061","9959923","reject_stratified","reject_candidate","1.61875814228551E-05","两人从床头上拿好了笔,然后面对着面。","I crawled off the bed and threw up everywhere.","mismatch","1.0","中文描述两人拿笔面对面，英文描述呕吐，语义完全不同","",""
"DQ-0062","7536618","reject_stratified","reject_candidate","1.59366190928267E-05","校园舞(小学高段)","Nickel Refining (Primary) in United States","mismatch","1.0","中文指校园舞蹈，英文指镍精炼，主题无关","",""
"DQ-0063","11923992","gray_lower_boundary","gray","1.64424945978681E-05","我存在有什么意义?","What is the gospel?","mismatch","1.0","中文问存在意义，英文问福音，语义不同","",""
"DQ-0064","609309","reject_stratified","reject_candidate","1.61875814228551E-05","我的肉棒在裤裆里胀成一团,鼓鼓的挤压着内裤,已经无法再胀大了。","There is more to my life than just the tale of liquor, and the tale of love for my children.","mismatch","1.0","中文描述性器官膨胀，英文描述生活故事，完全无关","",""
"DQ-0065","11427431","gray_upper_boundary","gray","0.0011786719551309943","RochelleEve的工作时间","Working hours of Yanissa","mismatch","1.0","中文人名RochelleEve，英文Yanissa，且内容不同","",""
"DQ-0066","13844425","reject_stratified","reject_candidate","1.61875814228551E-05","’ ” 这两则源自同一篇文章的材料,却充满了矛盾。","From the 22d to the 24th of March, it was carried on with great activity.","mismatch","1.0","中文谈材料矛盾，英文谈日期活动，无关","",""
"DQ-0067","10365822","gray_upper_boundary","gray","0.001192549243569374","“别让我恶心!","""Don't look so worried.""","mismatch","1.0","中文表达恶心，英文表达担心，语义相反","",""
"DQ-0068","11884071","gray_lower_boundary","gray","1.64424945978681E-05","以最理想的价钱探索世界","We wait at the airport","mismatch","1.0","中文谈探索世界，英文谈机场等待，无关","",""
"DQ-0069","1644485","reject_stratified","reject_candidate","1.60616109496914E-05","下一篇:有水浒传的棋牌游戏","Investment in the agricultural sector of the Tomsk... 27Â DecÂ '07","mismatch","1.0","中文谈水浒传棋牌游戏，英文谈农业投资，无关","",""
"DQ-0070","8937445","gray_lower_boundary","gray","1.64424945978681E-05","肩膀,轻轻转动她的娇体对着他,然后嘴巴动了几下后,就直接吻向她的红唇,","The horses stopped grazing before midday, and came into the shadow below him, and stood in couples nose to tail, flapping.","mismatch","1.0","中文描述亲吻动作，英文描述马匹行为，无关","",""
"DQ-0071","11883639","gray_lower_boundary","gray","1.64424945978681E-05","为什么说三果才是真正的解脱道的圣人呢?","Why is it that we’re all as bad as we’ve ever been?","mismatch","1.0","中文询问三果圣人的意义，英文谈论人们变坏，语义完全不同。","",""
"DQ-0072","12303205","reject_stratified","reject_candidate","1.61875814228551E-05","<br /> 对他,我隐约有一种预感,却也没有那么肯定。","Hospitals like that have a policy of providing 24-hour care, so personal caregivers are not permitted<br />to stay there.","mismatch","1.0","中文表达对某人的预感，英文描述医院政策，内容无关。","",""
"DQ-0073","9372050","reject_stratified","reject_candidate","1.6314539607265E-05","事情还得从头说起,L是我老师的女儿,四五岁时我们代她一起玩过,我大她十几岁。","Here I was with Joaquin on the couch, and I was now staring at the erection he was beginning to have.","mismatch","1.0","中文讲述与L的童年往事，英文描述与Joaquin的场景，语义无关。","",""
"DQ-0074","13301811","reject_stratified","reject_candidate","1.61875814228551E-05","已经注册? 已经是我们的客户?","When is it time to outsource tasks?","mismatch","1.0","中文询问是否注册或客户，英文询问外包时间，内容无关。","",""
"DQ-0075","9496326","reject_stratified","reject_candidate","1.6314539607265E-05","又把我赶回去了。","I'm going upstairs to take a bath.","mismatch","1.0","中文说被赶回去，英文说上楼洗澡，语义不同。","",""
"DQ-0076","3778235","reject_stratified","reject_candidate","1.6314539607265E-05","其次,就是床上生活的和谐问题。","The following year, the rebels attacked Kamansondo.","mismatch","1.0","中文讨论床上生活和谐，英文描述叛军袭击，内容无关。","",""
"DQ-0077","826055","reject_stratified","reject_candidate","1.6314539607265E-05","抽插了几十下,金莲的洞中淫水开始泛滥,一点点往外流。","All the children in the hut began crying, and looking at them, Sasha, too, began to cry.","mismatch","1.0","中文描述性行为，英文描述孩子哭泣，语义无关。","",""
"DQ-0078","2278271","clean_lower_boundary","clean_candidate","0.0012065897462889552","大数据平台 公司动态","Big Data Harpreet Singh Oxyent","mismatch","1.0","中文为标题，英文为名字，内容无关。","",""
"DQ-0079","11116347","reject_stratified","reject_candidate","1.61875814228551E-05","想想大概是刚才前戏做得太足,或者是由于第一次红杏出墙的异常刺激吧?","Movement of the limbs could be permitted, limited, or prohibited, depending on the volition of the operator.","mismatch","1.0","中文讨论前戏和出轨刺激，英文描述肢体运动限制，语义无关。","",""
"DQ-0080","9059847","gray_lower_boundary","gray","1.64424945978681E-05","有他们守在门口儿,陈倩知道自己是很难有机会离开的,不由得感到一阵绝望。","He was perfect , exactly my type , nice car , nice job , was very nice to me and showered me with gifts at the beginning","mismatch","1.0","中文描述陈倩绝望，英文描述完美男人，内容无关。","",""
"DQ-0081","7521583","reject_stratified","reject_candidate","1.6314539607265E-05","刚才偷偷去了瀑布belukar bukit 。 。","He biked from Singapore to the Himalayas .","mismatch","1.0","中文描述偷偷去瀑布，英文描述骑车从新加坡到喜马拉雅，语义完全不同。","",""
"DQ-0082","8165574","reject_stratified","reject_candidate","1.60616109496914E-05","xinxinlaopoxin的贴吧","Free Stickers for Developers","mismatch","1.0","中文是贴吧名称，英文是开发者贴纸，内容无关。","",""
"DQ-0083","2510270","reject_stratified","reject_candidate","1.61875814228551E-05","这是运输带上的生锅食材","""What is the meaning of this!""","mismatch","1.0","中文描述运输带上的食材，英文是质问句，语义无关。","",""
"DQ-0084","13457572","reject_stratified","reject_candidate","1.61875814228551E-05","英格兰接受了这种勇敢,他被追绶维多利亚十字勋章。","The fire had died down in the fireplace, and he realized that he was cold.","mismatch","1.0","中文讲英格兰接受勇敢并追授勋章，英文讲壁炉火灭和寒冷，完全无关。","",""
"DQ-0085","1063392","reject_stratified","reject_candidate","1.60616109496914E-05","声音很爹,很软,不像责怪人的口气。","But this is a problem of wages, not time.","mismatch","1.0","中文描述声音温柔不像责怪，英文讲工资问题，语义无关。","",""
"DQ-0086","4870969","reject_stratified","reject_candidate","1.6314539607265E-05","在国务院公报上刊登,也不能代替部门依照规定的程序向国务院报送备案。","In the event that plans to conduct an excavation are in place, the license holder must negotiate with the landowner to rent or purchase the land for the purpose of carrying out the excavation.","mismatch","1.0","中文讲公报刊登和备案程序，英文讲挖掘计划与土地协商，内容无关。","",""
"DQ-0087","11521561","reject_stratified","reject_candidate","1.61875814228551E-05","视,由于我安装的其中一部摄影机,放在电视机旁的公仔内,固我可清楚地看到","I raised one of the scattered golden locks that lay shining like a sunbeam on the pillow, and kissed it tenderly.","mismatch","1.0","中文讲摄影机放置和观察，英文讲抚摸头发，语义无关。","",""
"DQ-0088","2173255","reject_stratified","reject_candidate","1.60616109496914E-05","英国是否会脱欧","Beefeater Bbq Discounted in the UK","mismatch","1.0","中文问英国是否脱欧，英文讲烧烤折扣，内容无关。","",""
"DQ-0089","3597666","reject_stratified","reject_candidate","1.6314539607265E-05","欧阳的手动了一下,眼皮没有睁开,但眼珠在里面翻滚了几下,这才睁开。","Things got bad quickly as starvation and homelessness spread, and a few protesters petitioned for help, but the Edisonians mowed them down with automatic fire.","mismatch","1.0","中文描述欧阳睁眼动作，英文讲抗议和镇压，语义无关。","",""
"DQ-0090","10255507","reject_stratified","reject_candidate","1.61875814228551E-05","我覺得也不是新車了,就 . . .","""Jesus, Rachel I don't know.""","mismatch","1.0","中文说不是新车，英文是对话片段，语义无关。","",""
"DQ-0091","3863168","clean_lower_boundary","clean_candidate","0.001201891340315342","我趁着小姨子和她说话的功夫打量了一下她。","But while I was in my bed at night sometimes I used to masturbate fantasizing her.","mismatch","1.0","中文描述打量小姨子，英文描述自慰幻想，语义完全不同","",""
"DQ-0092","8301933","reject_stratified","reject_candidate","1.61875814228551E-05","3可以把年届七旬的母亲接到身边来安度晚年。","You need to be a part of a contest for one of the best sites on the internet.","mismatch","1.0","中文关于接母亲安度晚年，英文关于参加比赛，无关","",""
"DQ-0093","658217","gray_lower_boundary","gray","1.64424945978681E-05","回家也可以接着做啊!","She loved it!","mismatch","1.0","中文说回家继续做，英文说她喜欢，语义不同","",""
"DQ-0094","2193488","gray_upper_boundary","gray","0.0011972112115472555","GottesHand [作者] 2016年4月26日下午10:01","AlexWorth [author] Jun 24 @ 7:21pm","mismatch","1.0","作者和日期均不同，信息不匹配","",""
"DQ-0095","13822215","reject_stratified","reject_candidate","1.6314539607265E-05","偿所愿的控制了松江的黑道了呢?","""And what is the officer's name on the ticket?""","mismatch","1.0","中文关于控制黑道，英文关于罚单上的警官名字，无关","",""
"DQ-0096","1418875","gray_lower_boundary","gray","1.64424945978681E-05","我还得寸进尺,用双手指尖呈包围状兜在她的肋侧,偷偷感受了一下被挤出乳罩来的乳根嫩肉。","He caught up with the youth just as the latter reached the side of the damsel, and Sir Kay cried out, with a scornful laugh:","mismatch","1.0","中文描述猥琐动作，英文描述骑士对话，语义完全不同","",""
"DQ-0097","10207183","gray_lower_boundary","gray","1.64424945978681E-05","如果你有一面壁镜,用它来检查自己的动作。","How can you tell if you have a ripe kiwi?","mismatch","1.0","中文关于用壁镜检查动作，英文关于判断猕猴桃成熟，无关","",""
"DQ-0098","6899306","gray_upper_boundary","gray","0.0011832797899842262","看来以后必须要注意了 。 」","You have to love your mother .""","mismatch","1.0","中文说以后要注意，英文说必须爱母亲，语义不同","",""
"DQ-0099","9454280","gray_lower_boundary","gray","1.64424945978681E-05","一顿饭吃得昏七素八,末了,单胖子被愣总搂着脖子一口一个兄弟的叫着,口齿含糊不清。","The messenger hurried before him, along a grove of little rooms, and turning into one at the end of the grove, looked round the door.","mismatch","1.0","中文描述饭局和人物互动，英文描述信使和房间，无关","",""
"DQ-0100","12896603","reject_stratified","reject_candidate","1.6314539607265E-05","“噢,我买的时候‘广本’还没有自动档的呢 。 ”","I was bullied when I was at school and, frankly, I deserved it.","mismatch","1.0","中文关于买车时无自动档，英文关于校园霸凌，无关","",""
"DQ-0101","6894618","gray_lower_boundary","gray","1.64424945978681E-05","每次开法会,我都想用它来救度众生。","It's not that I want to die, I just don't want to live that way.","mismatch","1.0","中文讲法会救度众生，英文讲不想活，语义完全无关","",""
"DQ-0102","12650540","clean_lower_boundary","clean_candidate","0.0012065897462889552","因为,主持人是沈梦。","However, the fan was still higher.","mismatch","1.0","中文说主持人是沈梦，英文说风扇更高，语义无关","",""
"DQ-0103","6370612","reject_stratified","reject_candidate","1.60616109496914E-05","第一滴血中的刀","Online Gifts In The Philippines","mismatch","1.0","中文指电影第一滴血中的刀，英文指菲律宾在线礼品，语义无关","",""
"DQ-0104","9921559","reject_stratified","reject_candidate","1.61875814228551E-05","有很多的形象值得拍照并且让你印象深刻。","Tried a lot of different food, and so far no brown rain.","mismatch","1.0","中文说有很多形象值得拍照，英文说尝试食物无棕色雨，语义无关","",""
"DQ-0105","788121","reject_stratified","reject_candidate","1.60616109496914E-05","Ø ISO9000族标概论","Skip to the following year:","mismatch","1.0","中文是ISO标准概论，英文是跳到下一年，语义无关","",""
"DQ-0106","244063","gray_lower_boundary","gray","1.64424945978681E-05","讲到这儿,我给你们讲点你们愿意听的吧。","You want to applaud the bravery of a defeated, treasonous army?","mismatch","1.0","中文说讲点愿意听的，英文说为叛军鼓掌，语义无关","",""
"DQ-0107","2631160","gray_lower_boundary","gray","1.64424945978681E-05","她保持了这两天来已经习惯了的自然声调。","I went to the police and reported that my passport had been stolen.","mismatch","1.0","中文说保持自然声调，英文说报警护照被盗，语义无关","",""
"DQ-0108","5187901","reject_stratified","reject_candidate","1.60616109496914E-05","他虽然听不清楚她在说什么,但是可以肯定她的梦中少不了他的存在。","We didn't know what was a Nazi, but we started to say 'Hail Hitler' and raise our arms in the toilet.""","mismatch","1.0","中文说梦中少不了他，英文说纳粹和希特勒，语义无关","",""
"DQ-0109","11565923","clean_lower_boundary","clean_candidate","0.0012113064294680953","美国主要城市房车营地","V. Spence, United States","mismatch","1.0","中文说美国房车营地，英文说V. Spence美国，语义无关","",""
"DQ-0110","4703024","reject_stratified","reject_candidate","1.61875814228551E-05","西南山坡的那一块熟的早,都上来了,来不及,再说,这个天气还不知怎么的,还是早下手的好。","It was a Father's Day, 13 or 14 years ago, and most of the family and friends had come by, with a barbecue planned for later in the day.","mismatch","1.0","中文说山坡成熟早下手，英文说父亲节烧烤，语义无关","",""
"DQ-0111","880589","gray_lower_boundary","gray","1.64424945978681E-05","英格兰的十八种蝙蝠有十种能在艾坪森林找到[150 ] 。","Talksport is one of the biggest commercial radio stations in the UK.[131]","mismatch","1.0","中文讲蝙蝠分布，英文讲电台，完全无关","",""
"DQ-0112","8249968","reject_stratified","reject_candidate","1.6314539607265E-05","那个,就会变得舒服极了,是你想都想不到舒服。","“These babies are going to be sore tonight,” you say.","mismatch","0.95","中文描述舒适感，英文是对话，语义不同","",""
