specimen,source,mode,raw_amplitude,actual_u,push_coverage,push_best_rank,push_best_probability,push_best_token_id,push_best_step,probability_entropy,fixed_logit_max_abs_delta,hard_push_hit,free_text,fixed_energy_relative_error,free_energy_relative_error,active_nodes_base,active_nodes_extra
push-single,推。,joint,2.0,0.48201379003790845,0.0002442002296447754,83,5.14452658535447e-05,30,5,2.557783603668213,5.4173994064331055,0,,9.044543958225404e-08,9.044543958225404e-08,1,1
push-single,推。,joint,4.0,0.4996646498695335,0.00023996829986572266,84,4.95666972710751e-05,30,5,2.5535480976104736,5.5377607345581055,0,,2.713363187467621e-07,2.713363187467621e-07,1,1
push-repeat8,推，推，推，推，推，推，推，推。,native,0.0,0.0,0.9999999403953552,1,0.974869966506958,10766,3,1.557713508605957,0.0,1,"For example, pushing push push push push push push push push push push push",0.0,0.0,-1,-1
push-repeat8,推，推，推，推，推，推，推，推。,parent,-4.0,-0.4996646498695335,0.999999463558197,1,0.8368648886680603,10766,3,2.0079689025878906,3.9541754722595215,1,"For the reason, push push, push push push push push push push push push",2.606249722703069e-07,2.606249722703069e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,-2.0,-0.48201379003790845,0.9999995827674866,1,0.8522663712501526,10766,3,1.9831736087799072,3.899717092514038,1,"For the reason, push push, push push push push push push push push push",1.65176800237532e-07,1.65176800237532e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,-1.0,-0.3807970779778824,0.9999998807907104,1,0.9149669408798218,10766,3,1.854920744895935,3.4577860832214355,1,"For the reason, push push, push push push push push push push push push",1.328899656982685e-07,1.328899656982685e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,-0.5,-0.23105857863000487,0.9999999403953552,1,0.9572478532791138,10766,3,1.698809266090393,2.17753267288208,1,"For example, pushing push push push push push push push push push push push",1.408377556799678e-07,1.408377556799678e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,0.0,0.0,0.9999999403953552,1,0.974869966506958,10766,3,1.557713508605957,0.0,1,"For example, pushing push push push push push push push push push push push",1.3154539146853494e-07,1.3154539146853494e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,0.5,0.23105857863000487,0.9999999403953552,1,0.9773653149604797,10766,3,1.5554810762405396,2.923576831817627,1,"For example, push push push push push push push push push push push push push",2.1653940507349034e-07,2.1653940507349034e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,1.0,0.3807970779778824,0.9999998807907104,1,0.9672629237174988,10766,3,1.5402469635009766,4.040300369262695,1,"For more, push push, push push push push push push push push push push",1.7501263016583835e-07,1.7501263016583835e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,2.0,0.48201379003790845,0.9999992847442627,1,0.9523123502731323,10766,3,1.664591670036316,4.607194900512695,1,"For more, push push, push, push, push, push, push,",1.5112230755676137e-07,1.5112230755676137e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,parent,4.0,0.4996646498695335,0.9999973177909851,1,0.9462662935256958,10766,3,1.7465240955352783,4.920312404632568,1,"For more, push push, push, push, push, push, push,",2.606249722703069e-07,2.606249722703069e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,-4.0,-0.4996646498695335,0.9999999403953552,1,0.9617227911949158,10766,3,1.5815072059631348,4.2098517417907715,1,"For more details, push push push push push push push push push push push push",2.606249722703069e-07,2.606249722703069e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,-2.0,-0.48201379003790845,0.9999999403953552,1,0.9623342752456665,10766,3,1.5720698833465576,4.308077812194824,1,"For more details, push push push push push push push push push push push push",1.65176800237532e-07,1.65176800237532e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,-1.0,-0.3807970779778824,0.9999999403953552,1,0.960218608379364,10766,3,1.5652223825454712,4.860302448272705,1,"For more reason, push push push push push push push push push push push push",1.328899656982685e-07,1.328899656982685e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,-0.5,-0.23105857863000487,0.9999997019767761,1,0.9537219405174255,10766,3,2.1098194122314453,5.926911354064941,1,"For more reason, push push push push push, push, push, and push",1.408377556799678e-07,1.408377556799678e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,0.0,0.0,0.9982993602752686,1,0.9491403698921204,10766,3,3.6449756622314453,11.985671997070312,1,"The pushing push push, push, pushing, and begging,",1.3154539146853494e-07,1.3154539146853494e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,0.5,0.23105857863000487,0.811093270778656,1,0.6176552176475525,10766,3,3.8498923778533936,11.365280151367188,1," ⁇ , push, push, pushing, pushing, pushing,",2.1653940507349034e-07,2.1653940507349034e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,1.0,0.3807970779778824,0.11848556995391846,1,0.5431382656097412,30,6,3.769346237182617,12.6962890625,1," ⁇ , push, push, pushing,",1.7501263016583835e-07,1.7501263016583835e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,2.0,0.48201379003790845,0.029183506965637207,1,0.5930799245834351,30,4,3.2786600589752197,12.548420906066895,1," ⁇ , pushing, pushing,",1.5112230755676137e-07,1.5112230755676137e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,detail,4.0,0.4996646498695335,0.028839409351348877,1,0.596838653087616,30,4,3.1860337257385254,12.359174728393555,1," ⁇ , pushing, pushing,",2.606249722703069e-07,2.606249722703069e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,-4.0,-0.4996646498695335,0.9999999403953552,1,0.9407562613487244,10766,3,1.6741390228271484,2.5426368713378906,1,"For example, pushing push push push push push push push push push push push",2.606249722703069e-07,2.606249722703069e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,-2.0,-0.48201379003790845,0.9999999403953552,1,0.945080041885376,10766,3,1.6613794565200806,2.466379165649414,1,"For example, pushing push push push push push push push push push push push",1.65176800237532e-07,1.65176800237532e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,-1.0,-0.3807970779778824,0.9999999403953552,1,0.9613848924636841,10766,3,1.6138579845428467,1.9314403533935547,1,"For example, pushing push push push push push push push push push push push",1.328899656982685e-07,1.328899656982685e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,-0.5,-0.23105857863000487,0.9999999403953552,1,0.9728466868400574,10766,3,1.5616953372955322,0.9587321281433105,1,"For example, pushing push push push push push push push push push push push",1.408377556799678e-07,1.408377556799678e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,0.0,0.0,0.9999999403953552,1,0.9765893816947937,10766,3,1.5094749927520752,2.5482444763183594,1,"For more details, push push push push push push push push push push push push",1.3154539146853494e-07,1.3154539146853494e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,0.5,0.23105857863000487,0.9999999403953552,1,0.9744186997413635,10766,3,1.5155854225158691,3.9089436531066895,1,"For more details, push push push push push push push push push push push push",2.1653940507349034e-07,2.1653940507349034e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,1.0,0.3807970779778824,0.9999985098838806,1,0.939939558506012,10766,3,1.7960929870605469,5.190483570098877,1,"For more, push push, push, push, push, push, and be",1.7501263016583835e-07,1.7501263016583835e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,2.0,0.48201379003790845,0.9881386160850525,1,0.7174309492111206,10766,3,2.560939311981201,8.15357780456543,1,"For more, push push, push, push, and be more than one of",1.5112230755676137e-07,1.5112230755676137e-07,15,15
push-repeat8,推，推，推，推，推，推，推，推。,joint,4.0,0.4996646498695335,0.9718728065490723,1,0.6424589157104492,10766,3,2.7485134601593018,8.343952178955078,1,"For more, push push, push, push, and be more than one of",2.606249722703069e-07,2.606249722703069e-07,15,15
sisyphus-single,西西弗每天都推着石头上山顶。,native,0.0,0.0,0.00042814016342163086,8,0.008013728074729443,26,5,5.745882987976074,0.0,0,The Westin is a stone-somega-sale of the mountain,0.0,0.0,-1,-1
sisyphus-single,西西弗每天都推着石头上山顶。,parent,-4.0,-0.4996646498695335,0.0007115602493286133,10,0.0066446871496737,26,5,5.869549751281738,3.775505304336548,0,"The Westin is a kind of a mountainous hillside of the West,",2.1236431280158286e-07,2.1236431280158286e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,-2.0,-0.48201379003790845,0.0007190704345703125,10,0.006723418366163969,26,5,5.867127418518066,3.729745626449585,0,"The Westin is a kind of a mountainous hillside of the West,",1.8822045433353196e-07,1.8822045433353196e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,-1.0,-0.3807970779778824,0.0007227659225463867,10,0.007095285225659609,26,5,5.847201347351074,3.2979791164398193,0,"The Westinberg is a daily necessity for the whole of the mountain,",1.4487734745216585e-07,1.4487734745216585e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,-0.5,-0.23105857863000487,0.0006535649299621582,12,0.010815376415848732,30,2,5.802158355712891,2.1862220764160156,0,The Westinberg is a daily necessity for the day of the week.,1.0594546751008238e-07,1.0594546751008238e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,0.0,0.0,0.00042814016342163086,8,0.008013728074729443,26,5,5.745882987976074,0.0,0,The Westin is a stone-somega-sale of the mountain,1.3739793303102488e-07,1.3739793303102488e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,0.5,0.23105857863000487,0.0002662539482116699,9,0.007657110225409269,26,5,5.607944488525391,2.2448184490203857,0,The Westin is a stone-somega-sale of the mountain,9.973923909001314e-08,9.973923909001314e-08,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,1.0,0.3807970779778824,0.00017571449279785156,14,0.007905342616140842,26,13,5.483338832855225,3.3183376789093018,0,Westminster Abbey is a great place to spend a day with a mountain,1.3628876160964865e-07,1.3628876160964865e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,2.0,0.48201379003790845,0.00013118982315063477,14,0.0073681361973285675,26,13,5.475156784057617,4.04669189453125,0,Westminster Abbey is a great place to stay in the corner of the,1.1671152577719113e-07,1.1671152577719113e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,parent,4.0,0.4996646498695335,0.0001240372657775879,14,0.007179643493145704,26,13,5.486975193023682,4.324939250946045,0,Westminster Abbey is a great place to stay in the corner of the,2.1187356935570278e-07,2.1187356935570278e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,-4.0,-0.4996646498695335,0.0005891919136047363,9,0.012550740502774715,30,2,5.752042770385742,2.704380989074707,0,The Westin is a full-time-million-dollar collection of,2.1236431280158286e-07,2.1236431280158286e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,-2.0,-0.48201379003790845,0.0005642175674438477,9,0.012658481486141682,30,2,5.75335693359375,2.712782621383667,0,The Westin is a full-time-million-dollar collection of,1.8822045433353196e-07,1.8822045433353196e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,-1.0,-0.3807970779778824,0.0004424452781677246,9,0.012809792533516884,30,2,5.750865936279297,2.926846981048584,0,"The Westin is a great place to spend a week in the morning, and",1.4487734745216585e-07,1.4487734745216585e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,-0.5,-0.23105857863000487,0.00029712915420532227,8,0.013861695304512978,30,2,5.694767475128174,3.905388116836548,0,The Westin of the United States of America and the mountains of the hill country,1.0594546751008238e-07,1.0594546751008238e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,0.0,0.0,0.00022673606872558594,4,0.02512422576546669,30,2,5.494631290435791,5.247189998626709,0,The Westinbergs of the United States of America and the stone of the,1.3739793303102488e-07,1.3739793303102488e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,0.5,0.23105857863000487,0.0001296401023864746,5,0.026898294687271118,30,2,5.333361625671387,7.471225738525391,0,"The newest in the city of the world, the oldest and most of the",9.973923909001314e-08,9.973923909001314e-08,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,1.0,0.3807970779778824,0.00011265277862548828,5,0.02949594333767891,30,2,5.19041633605957,8.424671173095703,0,The property of the United States of America's largest city of the world.,1.3628876160964865e-07,1.3628876160964865e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,2.0,0.48201379003790845,0.00011092424392700195,3,0.034995511174201965,30,2,5.106716156005859,9.267976760864258,0,The property of a company of the old town of the Philippines.,1.1671152577719113e-07,1.1671152577719113e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,detail,4.0,0.4996646498695335,0.00011092424392700195,3,0.03573423996567726,30,2,5.091801643371582,9.418292999267578,0,The property of a company of the old town of the Philippines.,2.1187356935570278e-07,2.1187356935570278e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,-4.0,-0.4996646498695335,0.0008669495582580566,11,0.006942778825759888,26,5,5.798952579498291,2.365229845046997,0,"The Westin is a daily necessity for the whole of the mountain, and",2.1236431280158286e-07,2.1236431280158286e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,-2.0,-0.48201379003790845,0.0008572936058044434,11,0.006965897046029568,26,5,5.798374176025391,2.2865333557128906,0,"The Westin is a daily necessity for the whole of the mountain, and",1.8822045433353196e-07,1.8822045433353196e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,-1.0,-0.3807970779778824,0.0007562041282653809,10,0.011902332305908203,30,2,5.797496795654297,1.8214160203933716,0,"The Westin is a daily necessity for the day of the week, and",1.4487734745216585e-07,1.4487734745216585e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,-0.5,-0.23105857863000487,0.0005688071250915527,9,0.013383808545768261,30,2,5.793670654296875,0.8952279090881348,0,The Westin is a stone-shaped stone's throw from the mountain,1.0594546751008238e-07,1.0594546751008238e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,0.0,0.0,0.00037425756454467773,7,0.014311746694147587,30,2,5.7208099365234375,1.3020882606506348,0,The Westin is a stone-spring of the mountainous and of the,1.3739793303102488e-07,1.3739793303102488e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,0.5,0.23105857863000487,0.00017845630645751953,9,0.01267256774008274,30,2,5.5605316162109375,3.0785560607910156,0,Westminster Abbey is a great place to spend a day with a mountain,9.973923909001314e-08,9.973923909001314e-08,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,1.0,0.3807970779778824,0.00011533498764038086,13,0.011745858937501907,30,2,5.5063796043396,4.590272426605225,0,"Westminster Abbey is a fine option to stay in Mount Sinai,",1.3628876160964865e-07,1.3628876160964865e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,2.0,0.48201379003790845,8.64267349243164e-05,13,0.013392140157520771,30,2,5.5416741371154785,6.0100178718566895,0,Westminster Abbey of the stone in the hillside of the hillside,1.1671152577719113e-07,1.1671152577719113e-07,11,11
sisyphus-single,西西弗每天都推着石头上山顶。,joint,4.0,0.4996646498695335,8.314847946166992e-05,13,0.013218579813838005,30,2,5.559682846069336,6.3043437004089355,0,Westminster Abbey of the stone in the hillside of the hillside,2.1187356935570278e-07,2.1187356935570278e-07,11,11
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,native,0.0,0.0,0.0012646317481994629,16,0.004708952736109495,26,4,5.4667205810546875,0.0,0,"The company is a good example of the company's name, the world'",0.0,0.0,-1,-1
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,-4.0,-0.4996646498695335,0.0020276904106140137,16,0.005052387714385986,26,4,5.611747741699219,2.3180413246154785,0,The Westin is a new one-to-one-the-arthen,2.3109610935989622e-07,2.3109610935989622e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,-2.0,-0.48201379003790845,0.002037525177001953,17,0.005054879002273083,26,4,5.607712745666504,2.2523412704467773,0,The Westin is a new one-to-one-the-arthen,1.1395746213338498e-07,1.1395746213338498e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,-1.0,-0.3807970779778824,0.002036869525909424,15,0.005057742353528738,26,4,5.5787553787231445,2.0158157348632812,0,The Westin is a new one-to-one-the-arthen,1.8385009070698288e-07,1.8385009070698288e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,-0.5,-0.23105857863000487,0.0017977356910705566,15,0.004933916497975588,26,4,5.527795314788818,1.5040512084960938,0,"The company is a good example of the company's name, the new product",1.1563075474896323e-07,1.1563075474896323e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,0.0,0.0,0.0012646317481994629,16,0.004708952736109495,26,4,5.4667205810546875,0.0,0,"The company is a good example of the company's name, the world'",1.9132161810375692e-07,1.9132161810375692e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,0.5,0.23105857863000487,0.0010411739349365234,15,0.004598819650709629,26,4,5.440768241882324,1.450880765914917,0,"The company's name is the world's most famous for its customers,",1.2888310152447957e-07,1.2888310152447957e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,1.0,0.3807970779778824,0.000889122486114502,14,0.004696444142609835,26,4,5.419246673583984,2.624938726425171,0,The newest of the Westinberg was the first to the world's,2.0217552787471504e-07,2.0217552787471504e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,2.0,0.48201379003790845,0.0008565783500671387,13,0.00466199591755867,26,4,5.423373222351074,3.4138333797454834,0,The newest in the West Virginia is the oldest of the world's most,1.8304321258710843e-07,1.8304321258710843e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,parent,4.0,0.4996646498695335,0.0008665323257446289,14,0.00463819270953536,26,4,5.430042743682861,3.5736565589904785,0,The newest in the West Virginia is the oldest of the world's most,2.2399090937597066e-07,2.2399090937597066e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,-4.0,-0.4996646498695335,0.0011901259422302246,15,0.0040527284145355225,26,4,5.62384033203125,3.5239570140838623,0,"The West End of the Western Plus in the west of the West Virginia, the",2.3109610935989622e-07,2.3109610935989622e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,-2.0,-0.48201379003790845,0.001204073429107666,15,0.004056471399962902,26,4,5.618850231170654,3.561323404312134,0,"The West End of the Western Plus in the west of the West Virginia, the",1.1395746213338498e-07,1.1395746213338498e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,-1.0,-0.3807970779778824,0.0012680888175964355,17,0.004077015444636345,26,4,5.586548805236816,3.7020092010498047,0,The West End of the Western Plus Sedona is a stone's throw,1.8385009070698288e-07,1.8385009070698288e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,-0.5,-0.23105857863000487,0.0014980435371398926,18,0.0038174474611878395,26,14,5.519869804382324,4.666156768798828,0,The West End of the Western Plus Sedona is a great place to stay,1.1563075474896323e-07,1.1563075474896323e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,0.0,0.0,0.0011920928955078125,8,0.0038387328386306763,26,8,5.348297595977783,5.887724876403809,0,The West End of the Recreation of the west of the United States of,1.9132161810375692e-07,1.9132161810375692e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,0.5,0.23105857863000487,0.0003409385681152344,12,0.005480189807713032,26,1,4.834113121032715,8.693380355834961,0,"The Fitzgeraldsburgs, the United States of America, the",1.2888310152447957e-07,1.2888310152447957e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,1.0,0.3807970779778824,0.00034171342849731445,4,0.007410039659589529,26,1,4.8191304206848145,11.388544082641602,0,The dosage of the world's most important thing of the world',2.0217552787471504e-07,2.0217552787471504e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,2.0,0.48201379003790845,0.0004087686538696289,5,0.006720015313476324,26,1,4.844748497009277,12.019166946411133,0,The dosage of the world's most important thing of the world',1.8304321258710843e-07,1.8304321258710843e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,detail,4.0,0.4996646498695335,0.00042682886123657227,6,0.006527445279061794,26,1,4.856138229370117,12.07197380065918,0,The dosage of the world's most important thing of the world,2.2399090937597066e-07,2.2399090937597066e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,joint,-4.0,-0.4996646498695335,0.001968860626220703,18,0.004781312774866819,26,4,5.572397232055664,2.0720105171203613,0,The Westin is a new one-to-one-the-arthen,2.3109610935989622e-07,2.3109610935989622e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,joint,-2.0,-0.48201379003790845,0.0019446015357971191,18,0.004776012152433395,26,4,5.568007469177246,1.9874883890151978,0,The Westin is a new one-to-one-the-arthen,1.1395746213338498e-07,1.1395746213338498e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,joint,-1.0,-0.3807970779778824,0.001756906509399414,16,0.004702002741396427,26,4,5.5447893142700195,1.4379853010177612,0,The Westin is a new one-to-one-the-arthen,1.8385009070698288e-07,1.8385009070698288e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,joint,-0.5,-0.23105857863000487,0.0013796091079711914,18,0.004528110846877098,26,4,5.515106201171875,0.5273830890655518,0,"The company is a good example of the company's name, the world'",1.1563075474896323e-07,1.1563075474896323e-07,23,23
sisyphus-repeat4,西西弗推石头。西西弗推石头。西西弗推石头。西西弗推石头。,joint,0.0,0.0,0.0010538101196289062,17,0.004364204127341509,26,4,5.473618984222412,1.1056935787200928,0,"The company's name is the world's most famous for its customers,",1.9132161810375692e-07,1.9132161810375692e-07,23,23
