case_id,checkpoint,gold_rank,kind,margin,mode,tokens,top1,top3
77,anchor_tree_massive_ep1,1,SVO3,0.08401891589164734,cmul,you ask me,1,1
78,anchor_tree_massive_ep1,4,SVO3,-0.04958268254995346,cmul,palmtran includes keyboard,0,0
79,anchor_tree_massive_ep1,2,SVO3,-0.028453655540943146,cmul,ye take satisfaction,0,1
0,anchor_tree_massive_ep1,2,SVO3,-0.00017398595809936523,tree,we offer variety,0,1
1,anchor_tree_massive_ep1,1,SVO3,0.0004017949104309082,tree,you have pool,1,1
2,anchor_tree_massive_ep1,6,SVO3,-0.0002110600471496582,tree,federation thought condition,0,0
3,anchor_tree_massive_ep1,2,SVO3,-0.00026100873947143555,tree,sapphire called one,0,1
4,anchor_tree_massive_ep1,4,SVO3,-0.00010442733764648438,tree,administrations revoke certificates,0,0
5,anchor_tree_massive_ep1,5,SVO3,-0.0003688931465148926,tree,google done job,0,0
6,anchor_tree_massive_ep1,2,SVO3,-3.784894943237305e-05,tree,residents dos remédios,0,1
7,anchor_tree_massive_ep1,6,SVO3,-0.00025719404220581055,tree,he asked questions,0,0
8,anchor_tree_massive_ep1,2,SVOA4,-5.3048133850097656e-05,tree,you capture that how,0,1
9,anchor_tree_massive_ep1,10,SVOA4,-0.00046497583389282227,tree,we transformed businesses repeatedly,0,0
10,anchor_tree_massive_ep1,5,SVO3,-0.0002468228340148926,tree,lutron dimming installation,0,0
11,anchor_tree_massive_ep1,1,SVO3,8.559226989746094e-05,tree,they provide life,1,1
12,anchor_tree_massive_ep1,3,SVOA4,-0.000152587890625,tree,hotel provides rentals also,0,1
13,anchor_tree_massive_ep1,3,SVO3,-4.3272972106933594e-05,tree,he loves it,0,1
14,anchor_tree_massive_ep1,1,SVOA4,4.655122756958008e-05,tree,ye pollute land so,1,1
15,anchor_tree_massive_ep1,4,SVO3,-0.00028443336486816406,tree,she heard sound,0,0
16,anchor_tree_massive_ep1,5,SVO3,-0.00022095441818237305,tree,software used quicktime,0,0
17,anchor_tree_massive_ep1,4,SVO3,-0.00025534629821777344,tree,hotel combines business,0,0
18,anchor_tree_massive_ep1,1,SVO3,6.473064422607422e-05,tree,they spread garment,1,1
19,anchor_tree_massive_ep1,3,SVO3,-0.0001226663589477539,tree,museum offers introduction,0,1
20,anchor_tree_massive_ep1,1,SVO3,0.00010788440704345703,tree,you find gruta,1,1
21,anchor_tree_massive_ep1,3,SVO3,-0.00016450881958007812,tree,they put gods,0,1
22,anchor_tree_massive_ep1,4,SVOA4,-0.00014209747314453125,tree,parties enjoy pavilion also,0,0
23,anchor_tree_massive_ep1,2,SVOA4,-6.079673767089844e-05,tree,i catch him sometimes,0,1
24,anchor_tree_massive_ep1,19,SVOA4,-0.0002498626708984375,tree,industry implement standards actively,0,0
25,anchor_tree_massive_ep1,2,SVO3,-6.288290023803711e-05,tree,you spit them,0,1
26,anchor_tree_massive_ep1,4,SVO3,-0.00011330842971801758,tree,enterprises install edition,0,0
27,anchor_tree_massive_ep1,1,SVOA4,0.00020128488540649414,tree,you read more here,1,1
28,anchor_tree_massive_ep1,12,SVOA4,-0.00024837255477905273,tree,eurotree reserves right explicitly,0,0
29,anchor_tree_massive_ep1,1,SVO3,1.3709068298339844e-05,tree,collins picked box,1,1
30,anchor_tree_massive_ep1,15,SVOA4,-0.0006120800971984863,tree,knowledge carry you here,0,0
31,anchor_tree_massive_ep1,1,SVO3,5.1140785217285156e-05,tree,project supports systems,1,1
32,anchor_tree_massive_ep1,4,SVO3,-0.0002422928810119629,tree,dancers fused features,0,0
33,anchor_tree_massive_ep1,1,SVO3,3.2186508178710938e-06,tree,you turn entry,1,1
34,anchor_tree_massive_ep1,2,SVO3,-0.00010073184967041016,tree,we offer price,0,1
35,anchor_tree_massive_ep1,2,SVOA4,-1.9788742065429688e-05,tree,attendees have text next,0,1
36,anchor_tree_massive_ep1,2,SVO3,-8.612871170043945e-05,tree,gate reveals pathway,0,1
37,anchor_tree_massive_ep1,3,SVO3,-0.0001036524772644043,tree,vouchers permit people,0,1
38,anchor_tree_massive_ep1,1,SVO3,0.0001290440559387207,tree,nordson provides equipment,1,1
39,anchor_tree_massive_ep1,3,SVO3,-9.781122207641602e-05,tree,china improve coordination,0,1
40,anchor_tree_massive_ep1,5,SVO3,-0.0001608729362487793,tree,she slowed acceleration,0,0
41,anchor_tree_massive_ep1,2,SVO3,-0.00012499094009399414,tree,hotels found stars,0,1
42,anchor_tree_massive_ep1,1,SVOA4,0.00011163949966430664,tree,sathorn offers facilities also,1,1
43,anchor_tree_massive_ep1,5,SVO3,-0.0004241466522216797,tree,use terminates permission,0,0
44,anchor_tree_massive_ep1,5,SVOA4,-0.00010156631469726562,tree,cook made plaque ago,0,0
45,anchor_tree_massive_ep1,6,SVO3,-0.0004952549934387207,tree,map shows bay,0,0
46,anchor_tree_massive_ep1,5,SVO3,-0.00019407272338867188,tree,group pursues research,0,0
47,anchor_tree_massive_ep1,1,SVOA4,0.00020951032638549805,tree,you send inquiries also,1,1
48,anchor_tree_massive_ep1,1,SVO3,0.0001525282859802246,tree,ferries offers fares,1,1
49,anchor_tree_massive_ep1,6,SVO3,-0.0002714395523071289,tree,coromant developed solutions,0,0
50,anchor_tree_massive_ep1,5,SVO3,-0.00032007694244384766,tree,offers has addition,0,0
51,anchor_tree_massive_ep1,4,SVOA4,-0.00013720989227294922,tree,it gives output then,0,0
52,anchor_tree_massive_ep1,2,SVO3,-9.40561294555664e-05,tree,we offer seaways,0,1
53,anchor_tree_massive_ep1,19,SVOA4,-0.0007660984992980957,tree,category describes invention best,0,0
54,anchor_tree_massive_ep1,2,SVO3,-0.00017726421356201172,tree,we offer hotels,0,1
55,anchor_tree_massive_ep1,1,SVOA4,4.2319297790527344e-05,tree,network allows access only,1,1
56,anchor_tree_massive_ep1,15,SVOA4,-0.00043654441833496094,tree,company abrogate account instantly,0,0
57,anchor_tree_massive_ep1,3,SVO3,-0.00014388561248779297,tree,working watch video,0,1
58,anchor_tree_massive_ep1,2,SVO3,-6.73532485961914e-05,tree,you hit button,0,1
59,anchor_tree_massive_ep1,1,SVOA4,0.0002669095993041992,tree,you have models so,1,1
60,anchor_tree_massive_ep1,1,SVO3,0.0001595616340637207,tree,you read more,1,1
61,anchor_tree_massive_ep1,3,SVO3,-2.3603439331054688e-05,tree,room features tv,0,1
62,anchor_tree_massive_ep1,5,SVOA4,-0.000258028507232666,tree,revolution driving demand also,0,0
63,anchor_tree_massive_ep1,4,SVOA4,-0.00016325712203979492,tree,you ask me long,0,0
64,anchor_tree_massive_ep1,2,SVO3,-3.546476364135742e-05,tree,rotor contains parts,0,1
65,anchor_tree_massive_ep1,1,SVO3,8.14199447631836e-05,tree,apartment has bathroom,1,1
66,anchor_tree_massive_ep1,4,SVOA4,-6.222724914550781e-05,tree,review type webiste above,0,0
67,anchor_tree_massive_ep1,2,SVO3,-3.266334533691406e-05,tree,i hate word,0,1
68,anchor_tree_massive_ep1,6,SVO3,-0.0004393458366394043,tree,isms covers matters,0,0
69,anchor_tree_massive_ep1,1,SVO3,0.00011157989501953125,tree,you find streets,1,1
70,anchor_tree_massive_ep1,6,SVOA4,-5.555152893066406e-05,tree,i suffered deaths already,0,0
71,anchor_tree_massive_ep1,6,SVOA4,-0.00023609399795532227,tree,browser resize cells also,0,0
72,anchor_tree_massive_ep1,1,SVO3,2.4974346160888672e-05,tree,you saw it,1,1
73,anchor_tree_massive_ep1,1,SVO3,0.00025582313537597656,tree,you see destination,1,1
74,anchor_tree_massive_ep1,3,SVO3,-0.00013887882232666016,tree,i tell you,0,1
75,anchor_tree_massive_ep1,1,SVO3,1.2576580047607422e-05,tree,widodo welcomed visit,1,1
76,anchor_tree_massive_ep1,2,SVO3,-7.748603820800781e-06,tree,you assign style,0,1
77,anchor_tree_massive_ep1,1,SVO3,0.0001385807991027832,tree,you ask me,1,1
78,anchor_tree_massive_ep1,6,SVO3,-0.00038814544677734375,tree,palmtran includes keyboard,0,0
79,anchor_tree_massive_ep1,1,SVO3,8.881092071533203e-06,tree,ye take satisfaction,1,1
0,anchor_tree_massive_ep1,2,SVO3,-0.008091211318969727,l0_path,we offer variety,0,1
1,anchor_tree_massive_ep1,1,SVO3,0.01435023546218872,l0_path,you have pool,1,1
2,anchor_tree_massive_ep1,6,SVO3,-0.03203946352005005,l0_path,federation thought condition,0,0
3,anchor_tree_massive_ep1,2,SVO3,-0.0012774467468261719,l0_path,sapphire called one,0,1
4,anchor_tree_massive_ep1,4,SVO3,-0.013829916715621948,l0_path,administrations revoke certificates,0,0
5,anchor_tree_massive_ep1,2,SVO3,-0.009135186672210693,l0_path,google done job,0,1
6,anchor_tree_massive_ep1,6,SVO3,-0.06584683060646057,l0_path,residents dos remédios,0,0
7,anchor_tree_massive_ep1,2,SVO3,-0.0066803693771362305,l0_path,he asked questions,0,1
8,anchor_tree_massive_ep1,1,SVOA4,0.014010071754455566,l0_path,you capture that how,1,1
9,anchor_tree_massive_ep1,2,SVOA4,-0.0021916627883911133,l0_path,we transformed businesses repeatedly,0,1
10,anchor_tree_massive_ep1,4,SVO3,-0.010416388511657715,l0_path,lutron dimming installation,0,0
11,anchor_tree_massive_ep1,1,SVO3,0.003211379051208496,l0_path,they provide life,1,1
12,anchor_tree_massive_ep1,2,SVOA4,-0.007065474987030029,l0_path,hotel provides rentals also,0,1
13,anchor_tree_massive_ep1,2,SVO3,-0.0006757378578186035,l0_path,he loves it,0,1
14,anchor_tree_massive_ep1,5,SVOA4,-0.010005772113800049,l0_path,ye pollute land so,0,0
15,anchor_tree_massive_ep1,1,SVO3,0.00034123659133911133,l0_path,she heard sound,1,1
16,anchor_tree_massive_ep1,3,SVO3,-0.008826613426208496,l0_path,software used quicktime,0,1
17,anchor_tree_massive_ep1,1,SVO3,0.007075369358062744,l0_path,hotel combines business,1,1
18,anchor_tree_massive_ep1,2,SVO3,-0.0005456209182739258,l0_path,they spread garment,0,1
19,anchor_tree_massive_ep1,6,SVO3,-0.056060612201690674,l0_path,museum offers introduction,0,0
20,anchor_tree_massive_ep1,1,SVO3,0.0001436471939086914,l0_path,you find gruta,1,1
21,anchor_tree_massive_ep1,1,SVO3,0.0027137398719787598,l0_path,they put gods,1,1
22,anchor_tree_massive_ep1,6,SVOA4,-0.018384218215942383,l0_path,parties enjoy pavilion also,0,0
23,anchor_tree_massive_ep1,2,SVOA4,-0.008281350135803223,l0_path,i catch him sometimes,0,1
24,anchor_tree_massive_ep1,9,SVOA4,-0.020724952220916748,l0_path,industry implement standards actively,0,0
25,anchor_tree_massive_ep1,1,SVO3,0.004632472991943359,l0_path,you spit them,1,1
26,anchor_tree_massive_ep1,3,SVO3,-0.013120502233505249,l0_path,enterprises install edition,0,1
27,anchor_tree_massive_ep1,1,SVOA4,0.008963823318481445,l0_path,you read more here,1,1
28,anchor_tree_massive_ep1,21,SVOA4,-0.04520595073699951,l0_path,eurotree reserves right explicitly,0,0
29,anchor_tree_massive_ep1,3,SVO3,-0.020086675882339478,l0_path,collins picked box,0,1
30,anchor_tree_massive_ep1,12,SVOA4,-0.057900846004486084,l0_path,knowledge carry you here,0,0
31,anchor_tree_massive_ep1,1,SVO3,0.013238131999969482,l0_path,project supports systems,1,1
32,anchor_tree_massive_ep1,5,SVO3,-0.00584787130355835,l0_path,dancers fused features,0,0
33,anchor_tree_massive_ep1,2,SVO3,-0.0002974867820739746,l0_path,you turn entry,0,1
34,anchor_tree_massive_ep1,1,SVO3,0.0007749199867248535,l0_path,we offer price,1,1
35,anchor_tree_massive_ep1,18,SVOA4,-0.03488832712173462,l0_path,attendees have text next,0,0
36,anchor_tree_massive_ep1,2,SVO3,-0.0022209584712982178,l0_path,gate reveals pathway,0,1
37,anchor_tree_massive_ep1,2,SVO3,-0.0010265111923217773,l0_path,vouchers permit people,0,1
38,anchor_tree_massive_ep1,1,SVO3,0.00749361515045166,l0_path,nordson provides equipment,1,1
39,anchor_tree_massive_ep1,6,SVO3,-0.03253376483917236,l0_path,china improve coordination,0,0
40,anchor_tree_massive_ep1,2,SVO3,-0.00557255744934082,l0_path,she slowed acceleration,0,1
41,anchor_tree_massive_ep1,4,SVO3,-0.014461696147918701,l0_path,hotels found stars,0,0
42,anchor_tree_massive_ep1,2,SVOA4,-0.001145005226135254,l0_path,sathorn offers facilities also,0,1
43,anchor_tree_massive_ep1,2,SVO3,-0.007762312889099121,l0_path,use terminates permission,0,1
44,anchor_tree_massive_ep1,20,SVOA4,-0.056936562061309814,l0_path,cook made plaque ago,0,0
45,anchor_tree_massive_ep1,2,SVO3,-0.015755772590637207,l0_path,map shows bay,0,1
46,anchor_tree_massive_ep1,2,SVO3,-0.0033916234970092773,l0_path,group pursues research,0,1
47,anchor_tree_massive_ep1,1,SVOA4,0.009820759296417236,l0_path,you send inquiries also,1,1
